fileformat,1,,,,,,,,,,,,,,"햄버거(토끼,고양이->앵무새->다람쥐)",,,,,,,,,,,,,,,,,,,,,,
resource_type,level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resource_ver,1,,,,,,1200,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,
resource_id,level_boonsik,,,,40,40,20,,,0,5,10,13,,,,,,,,,,,,,,,,,,,,,,,,
출현레시피,레시피블럭수,순번,레벨,블럭가중치,얼음나올확률(100),나오는 블럭수,썩는것이 없는시간(초),번식시간(초),블락조합최대갯수,레시피갯수1,레시피갯수2,레시피갯수3,이중주문 확률(100),동물출현간격,출연동물,목표골드,장사시간(sec),퀘스트 보너스,perfect gold,레시피출현빈도,출연레시피,출현동물,배달빈도,캐셔고용할 수있나?,쓰레기블럭,퀘스트,퀘스트 메시지,퀘스트 패널,퀘스트설명,퀘스트설명2,퀘스트설명아이콤,퀘스트 아이템,고장테이블갯수,하트감소분,스테이지 메시지,맵,노끈블락갯수
NULL,8,17,18,1.2,2,8,15,15,9,60,30,10,0,4,"rabbit,poodle,cat,parrot,",7800,180,1500,16000,"NULL,","ALL,93,french_fried,7,","ALL,100,",-1,1,"NULL,","GUEST,ALL,0,",모든 손님 놓치지 않기,모든 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,스마일은 0원 입니다~,NULL,0
chicken,9,18,19,1.2,2,9,15,15,9,60,30,10,0,3,"rabbit,poodle,cat,parrot,",9000,180,1000,18000,"4,chicken,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,chicken,3,",치킨 3개 팔기,치킨 3개 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,새 메뉴 출시 프로모션4,NULL,0
NULL,9,19,20,1.2,2,9,15,15,9,60,30,10,0,3,"rabbit,poodle,cat,parrot,squirrel,",9500,180,1500,18500,"NULL,","ALL,95,salad,5,","ALL,50,squirrel,50,",-1,1,"NULL,","GUEST,squirrel,0,",다람쥐 손님 단골 만들기,다람쥐 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,오실땐 단골손님 안오실땐 남이라지요.,NULL,0
NULL,9,20,21,1,3,9,15,15,9,60,30,10,0,3,"rabbit,poodle,cat,parrot,squirrel,",10000,180,600,19000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","COMBO,5,4,",5콤보 4회성공,5콤보4회달성(%d/4),연속으로 퍼즐을 맞추면 콤보가 돼요.,NULL,NULL,"NULL,",0,0,패스트푸드는 빨리! 더빨리!,NULL,0
NULL,9,21,22,1,3,9,15,15,9,50,40,10,15,3,"rabbit,poodle,cat,parrot,squirrel,",12000,180,900,20500,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,7,",탄산음료 7잔이상 끼워팔기,탄산음료 7잔 팔기(%d/7),서브메뉴의 불이 세개 다 켜지면 손님에게 서빙할 수 있어요.,NULL,NULL,"NULL,",0,0,햄버거+탄산음료=0칼로리,NULL,0
chicken_hamburger,9,22,23,1,3,9,15,15,9,50,40,10,15,3,"rabbit,poodle,cat,parrot,squirrel,",12500,180,1000,21000,"4,chicken_hamburger,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,chicken_hamburger,3,",치킨버거 3개 팔기,치킨버거 3개 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,새 메뉴 출시 프로모션5,NULL,0
NULL,9,23,24,1,3,9,10,10,9,50,40,10,15,3,"rabbit,poodle,cat,parrot,squirrel,",13500,180,1500,22000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMOVE,DECAY,10,",썩는 재료 10개 없애기,썩는재료 10개 없애기(%d/10),녹색 연기가 나는 블럭을 맞추어 없애야 해요.,NULL,quest07.png,"NULL,",0,0,재료 유통기한 임박!!,NULL,0
NULL,9,24,25,1,3,9,12,13,9,50,40,20,30,3,"rabbit,poodle,cat,parrot,squirrel,",15000,180,2000,24500,"NULL,","ALL,95,salad,5,","ALL,100,",-1,0,"NULL,","ETC,GOLD,0,",까먹지 말고 돈 받기!,빠짐없이 돈 받기,NULL,NULL,NULL,"NULL,",0,0,푸들캐셔의 임시 휴가,NULL,0
NULL,9,25,26,1.7,2,9,20,15,9,50,30,20,30,3,"rabbit,poodle,cat,parrot,squirrel,",15500,180,2500,25000,"NULL,","ALL,95,salad,5,","ALL,100,",-1,1,"NULL,","ITEM,NOTUSE,0,",슬롯 아이템 안쓰기!,슬롯 아이템 안쓰기,슬롯 아이템을 사용하지않고 스테이지를 클리어해야 해요.,NULL,quest02.png,"NULL,",0,0,하드 트레이닝 1,NULL,0
chicken_salad,9,26,27,0.8,3,9,12,13,9,50,30,20,30,3,"rabbit,poodle,cat,parrot,squirrel,",18000,180,1000,27000,"4,chicken_salad,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,chicken_salad,3,",치킨샐러드 3개 팔기,치킨샐러드 3개 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,새 메뉴 출시 프로모션,NULL,0
NULL,9,27,28,0.8,3,9,12,13,9,50,30,20,30,3,"rabbit,poodle,cat,parrot,squirrel,",18500,180,2000,28000,"NULL,","ALL,0,chicken,33,chicken_hamburger,33,chicken_salad,34,","ALL,100,",-1,1,"NULL,","GUEST,ALL,0,",모든 손님 놓치지 않기,모든 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,치킨동호회 정모날 (치킨 메뉴만),NULL,0
NULL,9,28,29,0.8,4,9,12,13,9,50,30,20,30,3,"rabbit,poodle,cat,parrot,squirrel,",20000,180,1000,30000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,8,",탄산음료 8잔이상 끼워팔기,탄산음료 8잔 팔기(%d/8),서브메뉴의 불이 세개 다 켜지면 손님에게 서빙할 수 있어요.,NULL,NULL,"NULL,",0,0,햄버거+탄산음료=0칼로리,NULL,0
NULL,9,29,30,0.8,4,9,12,13,9,50,30,20,30,3,"rabbit,poodle,cat,parrot,squirrel,",22000,180,2000,31000,"NULL,","ALL,94,salad,3,chicken_salad,3,","ALL,100,",-1,1,"NULL,","GUEST,ALL,0,",모든 손님을 만족시키기,손님 모두 만족,NULL,NULL,NULL,"NULL,",0,0,스마일은 0원 입니다~,NULL,0
