fileformat     , 1            ,     ,      ,             ,                  ,                    ,                      ,               ,                 ,              ,              ,              ,                   ,              , "분식점(오리,토끼->푸들->고양이)",          ,              ,              ,             ,                     ,                                   ,                    ,                   ,                   ,             ,                          ,                              ,                          ,                                                          ,               ,                   ,                             ,                  ,            ,                                       ,     , 
resource_type  , level        ,     ,      ,             ,                  ,                    ,                      ,               ,                 ,              ,              ,              ,                   ,              ,                                  ,          ,              ,              ,             ,                     ,                                   ,                    ,                   ,                   ,             ,                          ,                              ,                          ,                                                          ,               ,                   ,                             ,                  ,            ,                                       ,     , 
resource_ver   , 1            ,     ,      ,             ,                  ,                    , 1200                 ,               ,                 ,              ,              ,              ,                   ,              ,                                  ,          , 180          ,              ,             ,                     ,                                   ,                    ,                   ,                   ,             ,                          ,                              ,                          ,                                                          ,               ,                   ,                             ,                  ,            ,                                       ,     , 
resource_id    , level_boonsik,     ,      ,             , 40               , 40                 , 20                   ,               ,                 , 0            , 5            , 10           , 13                ,              ,                                  ,          ,              ,              ,             ,                     ,                                   ,                    ,                   ,                   ,             ,                          ,                              ,                          ,                                                          ,               ,                   ,                             ,                  ,            ,                                       ,     , 
출현레시피     , 레시피블럭수 , 순번, 레벨 , 블럭가중치  , 얼음나올확률(100), 나오는 블럭수      , 썩는것이 없는시간(초), 번식시간(초)  , 블락조합최대갯수, 레시피갯수1  , 레시피갯수2  , 레시피갯수3  , 이중주문 확률(100), 동물출현간격 , 출연동물                         , 목표골드 , 장사시간(sec), 퀘스트 보너스, perfect gold, 레시피출현빈도      , 출연레시피                        , 출현동물           , 배달빈도          , 캐셔고용할 수있나?, 쓰레기블럭  , 퀘스트                   , 퀘스트 메시지                , 퀘스트 패널              , 퀘스트설명                                               , 퀘스트설명2   , 퀘스트설명아이콤  , 퀘스트 아이템               , 고장테이블갯수   , 하트감소분 , 스테이지 메시지                       , 맵  , 노끈블락갯수
NULL           , 6            , 9   , 10   , 2.8         , 0                , 7                  , 1200                 , 20            , 4               , 90           , 10           , 0            , 0                 , 8            , "duck,poodle,"                   , 1000     , 90           , 400          , 1800        , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "BLOCK,HALO,1,"          , 후광블럭 1회 사용하기        , 후광블럭 1회 사용(%d/1)  , 5개의 블록을 한번에 매치하면 후광 블록이 생겨요.         , NULL          , quest03.png       , "NULL,"                     , 0                , 0          , 퍼즐의 묘미 Lv.2                      , NULL, 0
NULL           , 6            , 10  , 11   , 2.3         , 0                , 7                  , 1200                 , 20            , 4               , 90           , 10           , 0            , 0                 , 7            , "duck,poodle,"                   , 1500     , 90           , 500          , 2200        , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "FOOD,kimbob,4,"         , 김밥 4줄 이상 팔기           , 김밥 4줄 팔기(%d/4)      , 모든 종류의 김밥을 팔면 돼요.                            , NULL          , NULL              , "NULL,"                     , 0                , 0          , 재고 정리도 장사의 비법이지!          , NULL, 0
NULL           , 6            , 11  , 12   , 2.3         , 0                , 7                  , 1200                 , 20            , 4               , 90           , 10           , 0            , 0                 , 7            , "duck,poodle,"                   , 1600     , 120          , 600          , 2300        , "4,ddukbokki,"      , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "FOOD,ddukbokki,3,"      , 떡볶이 3접시 팔기            , 떡볶이 3접시 팔기(%d/3)  , 모든 종류의 떡볶이를 팔면 돼요.                          , NULL          , NULL              , "NULL,"                     , 0                , 0          , 그래도 쌀이 남아! 묵은 쌀 재고정리!   , NULL, 0
cheeseddukbokki, 6            , 12  , 13   , 2.3         , 0                , 7                  , 1200                 , 20            , 4               , 70           , 30           , 0            , 0                 , 7            , "duck,poodle,"                   , 1800     , 120          , 500          , 3000        , "4,cheeseddukbokki,", "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "FOOD,cheeseddukbokki,2,", 치즈떡볶이 2접시 팔기        , 치즈떡볶이 2개 팔기(%d/2), 손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요. , NULL          , NULL              , "NULL,"                     , 0                , 0          , 신메뉴를 많이 팔아야해. 왜? 비싸니까! , NULL, 0
NULL           , 6            , 13  , 14   , 2.3         , 0                , 7                  , 1200                 , 20            , 4               , 70           , 30           , 0            , 0                 , 7            , "duck,rabbit,poodle,"            , 2200     , 120          , 400          , 3200        , "NULL,"             , "ALL,100,"                        , "ALL,65,rabbit,35,", -1                , 1                 , "NULL,"     , "GUEST,rabbit,0,"        , 토끼 손님 단골 만들기        , 토끼손님 놓치지 않기     , NULL                                                     , NULL          , NULL              , "NULL,"                     , 0                , 0          , 단골을 잡아야 가게가 산다!            , NULL, 0
NULL           , 6            , 14  , 15   , 2.3         , 0                , 7                  , 1200                 , 20            , 4               , 70           , 30           , 0            , 0                 , 6            , "duck,rabbit,poodle,"            , 2300     , 120          , 400          , 3300        , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "FOOD,SIDE,3,"           , 오뎅 국물 3개 이상 끼워팔기  , 오뎅국물 3개 판매(%d/3)  , 서브메뉴의 불이 세개 다 켜지면 손님에게 서빙할 수 있어요., NULL          , NULL              , "NULL,"                     , 0                , 0          , 사장님 공식 매상 증진의 날 (2)        , NULL, 0
NULL           , 6            , 15  , 16   , 2           , 0                , 7                  , 1200                 , 20            , 4               , 70           , 30           , 0            , 0                 , 6            , "duck,rabbit,poodle,"            , 2400     , 120          , 1200         , 3400        , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 0                 , "NULL,"     , "ETC,GOLD,0,"            , 까먹지 말고 돈 받기!         , 빠짐없이 돈 받기         , NULL                                                     , NULL          , NULL              , "NULL,"                     , 0                , 0          , 푸들 아가씨가 아파요.                 , NULL, 0
NULL           , 6            , 16  , 17   , 2           , 0                , 7                  , 1200                 , 20            , 4               , 60           , 30           , 10           , 0                 , 6            , "duck,rabbit,poodle,"            , 2500     , 120          , 800          , 3600        , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "ITEM,candy,1,"          , 슬롯 캔디아이템 사용하기     , 캔디 아이템 1회사용(%d/1), 새로나온 캔디 아이템을 장착하여 사용해 보세요.           , NULL          , quest04.png       , "candy,"                    , 0                , 0          , 엄청난 신상 아이템 (1)                , NULL, 0
hotramen       , 7            , 17  , 18   , 2           , 0                , 7                  , 1200                 , 20            , 4               , 60           , 30           , 10           , 0                 , 6            , "duck,rabbit,poodle,"            , 2700     , 180          , 600          , 3800        , "7,hotramen,"       , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "FOOD,hotramen,2,"       , 매운라면 2개 팔기            , 매운라면 2개 팔기(%d/2)  , NULL                                                     , NULL          , NULL              , "NULL,"                     , 0                , 0          , 신메뉴를 많이 팔아야해. 왜? 비싸니까! , NULL, 0
NULL           , 7            , 18  , 19   , 2           , 0                , 7                  , 1200                 , 20            , 9               , 60           , 30           , 10           , 0                 , 5            , "duck,rabbit,poodle,"            , 3200     , 180          , 500          , 7500        , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "COMBO,5,2,"             , 5콤보 2회 달성하기           , 5콤보2회달성(%d/2)       , 연속으로 퍼즐을 맞추면 콤보가 돼요.                      , NULL          , NULL              , "NULL,"                     , 0                , 0          , "사장님이 지켜보고있어요, 바쁜척해요!", NULL, 0
NULL           , 7            , 19  , 20   , 1.8         , 0                , 7                  , 1200                 , 20            , 9               , 60           , 30           , 10           , 0                 , 5            , "duck,rabbit,poodle,cat,"        , 3500     , 180          , 400          , 9000        , "NULL,"             , "ALL,100,"                        , "ALL,70,cat,30,"   , -1                , 1                 , "NULL,"     , "GUEST,cat,0,"           , 고양이 손님 단골 만들기      , 고양이손님 놓치지 않기   , NULL                                                     , NULL          , NULL              , "NULL,"                     , 0                , 0          , 단골을 잡아야 가게가 산다!            , NULL, 0
NULL           , 7            , 20  , 21   , 1.8         , 0                , 7                  , 1200                 , 20            , 9               , 40           , 40           , 20           , 0                 , 5            , "duck,rabbit,poodle,cat,"        , 4200     , 180          , 200          , 10000       , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "ITEM,bomb,1,"           , 슬롯 폭탄아이템 사용하기     , 폭탄 아이템1회사용(%d/1) , 새로나온 폭탄 아이템을 장착하여 사용해 보세요.           , NULL          , quest05.png       , "bomb,"                     , 0                , 0          , 엄청난 신상 아이템 (2)                , NULL, 0
hotddukbokki   , 7            , 21  , 22   , 1.8         , 0                , 7                  , 1200                 , 20            , 9               , 40           , 40           , 20           , 0                 , 5            , "duck,rabbit,poodle,cat,"        , 6000     , 180          , 600          , 12500       , "8,hotddukbokki,"   , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "FOOD,hotddukbokki,2,"   , 매운떡볶이 2개 팔기          , 매운떡볶이2개 팔기(%d/2) , 손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요. , NULL          , NULL              , "NULL,"                     , 0                , 0          , 신메뉴를 많이 팔아야해. 왜? 비싸니까! , NULL, 0
NULL           , 7            , 22  , 23   , 1.8         , 0                , 7                  , 1200                 , 20            , 9               , 40           , 40           , 20           , 0                 , 5            , "duck,rabbit,poodle,cat,"        , 6500     , 180          , 500          , 14000       , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "FOOD,SIDE,4,"           , 오뎅 국물 4개 이상 끼워팔기  , 오뎅국물4개 판매(%d/4)   , 서브메뉴의 불이 세개 다 켜지면 손님에게 서빙할 수 있어요., NULL          , NULL              , "NULL,"                     , 0                , 0          , 사장님 공식 매상 증진의 날 (3)        , NULL, 0
NULL           , 7            , 23  , 24   , 1.8         , 3                , 7                  , 1200                 , 20            , 9               , 40           , 40           , 20           , 0                 , 4            , "duck,rabbit,poodle,cat,"        , 7000     , 180          , 1200         , 15000       , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "REMOVE,ICE,5,"          , 얼음블럭5개 깨기             , 얼음블럭5개 깨기(%d/5)   , 얼어있는 블럭에 같은 블럭을 매치하면 깰 수 있어요.       , NULL          , quest06.png       , "NULL,"                     , 0                , 0          , 히터가 고장났어요 ㅜㅜ 얼음과의 전쟁! , NULL, 0
NULL           , 7            , 24  , 25   , 1.5         , 3                , 7                  , 1200                 , 20            , 9               , 50           , 30           , 20           , 10                , 4            , "duck,rabbit,poodle,cat,"        , 7000     , 180          , 1200         , 15000       , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "GUEST,ALL,0,"           , 모든 손님 놓치지 않기        , 모든 손님 놓치지 않기    , NULL                                                     , NULL          , NULL              , "NULL,"                     , 0                , 0          , 사장 공식 지정 서비스 데이 (1)        , NULL, 0
hotcheeseramen , 7            , 25  , 26   , 1.5         , 3                , 7                  , 1200                 , 20            , 9               , 50           , 30           , 20           , 10                , 4            , "duck,rabbit,poodle,cat,"        , 8200     , 180          , 600          , 17000       , "10,hotcheeseramen,", "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "FOOD,hotcheeseramen,2," , 매운치즈라면 2개 팔기        , 매운치즈라면2개팔기(%d/2), 손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요. , NULL          , NULL              , "NULL,"                     , 0                , 0          , 신메뉴를 많이 팔아야해. 왜? 비싸니까! , NULL, 0
NULL           , 7            , 26  , 27   , 1.5         , 3                , 7                  , 1200                 , 20            , 9               , 50           , 30           , 20           , 20                , 3            , "duck,rabbit,poodle,cat,"        , 7500     , 180          , 1200         , 16500       , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 0                 , "NULL,"     , "ETC,GOLD,0,"            , 까먹지 말고 돈 받기!         , 빠짐없이 돈 받기         , NULL                                                     , NULL          , NULL              , "NULL,"                     , 0                , 0          , 푸들 아가씨가 또 아프다는데....       , NULL, 0
NULL           , 7            , 27  , 28   , 1.3         , 3                , 7                  , 1200                 , 20            , 9               , 50           , 30           , 20           , 20                , 3            , "duck,rabbit,poodle,cat,"        , 9000     , 180          , 1200         , 17000       , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "GUEST,ALL,0,"           , 모든 손님 놓치지 않기        , 모든 손님 놓치지 않기    , NULL                                                     , NULL          , NULL              , "NULL,"                     , 0                , 0          , 사장님 공식 지정 서비스 데이 (2)      , NULL, 0
NULL           , 7            , 28  , 29   , 1.3         , 2                , 7                  , 1200                 , 20            , 9               , 100          , 0            , 0            , 0                 , 3            , "duck,"                          , 5500     , 180          , 1800         , 9500        , "NULL,"             , "ALL,0,kimbob,35,cheesekimbob,65,", "ALL,100,"         , -1                , 1                 , "NULL,"     , "GUEST,ALL,0,"           , 모든 손님 놓치지 않기        , 모든 손님 놓치지 않기    , NULL                                                     , NULL          , NULL              , "NULL,"                     , 0                , 0          , 오리유치원 소풍날! (김밥메뉴만)       , NULL, 0
NULL           , 7            , 29  , 30   , 1.2         , 3                , 7                  , 1200                 , 20            , 9               , 50           , 30           , 20           , 30                , 3            , "duck,rabbit,poodle,cat,"        , 9500     , 180          , 1500         , 18000       , "NULL,"             , "ALL,100,"                        , "ALL,100,"         , -1                , 1                 , "NULL,"     , "GUEST,ALL,0,"           , 모든 손님 놓치지 않기        , 모든 손님 놓치지 않기    , NULL                                                     , NULL          , NULL              , "NULL,"                     , 0                , 0          , 사장님 공식 지정 서비스 데이 (3)      , NULL, 0
