74,1,,,,,,,,,,,,,,"커피솝(토끼,고양이,앵무새,다람쥐->말>하마)",,,,,,,,,,,,,,,,,,,,,,
resource_type,level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resource_ver,1,,,,,,1200,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,
resource_id,level_boonsik,,,,40,40,20,,,0,5,10,13,,,,,,,,,,,,,,,,,,,,,,,,
출현레시피,레시피블럭수,순번,레벨,블럭가중치,얼음나올확률(100),나오는 블럭수,썩는것이 없는시간(초),번식시간(초),블락조합최대갯수,레시피갯수1,레시피갯수2,레시피갯수3,이중주문 확률(100),동물출현간격,출연동물,목표골드,장사시간(sec),퀘스트 보너스,perfect gold,레시피출현빈도,출연레시피,출현동물,배달빈도,캐셔고용할 수있나?,쓰레기블럭,퀘스트,퀘스트 메시지,퀘스트 패널,퀘스트설명,퀘스트설명2,퀘스트설명아이콤,퀘스트 아이템,고장테이블갯수,하트감소분,스테이지 메시지,맵,노끈블락갯수
hot_con,7,11,12,0.7,2,7,20,20,9,70,30,0,0,4,"rabbit,cat,parrot,squirrel,horse,",9500,120,1000,17000,"NULL,","ALL,85,hot_con,15,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,7,",아이스크림 7개이상 끼워팔기,아이스크림7개 팔기(%d/7),푸들 매니져를 승진시키면 달성이 쉬워져요.,NULL,NULL,"NULL,",0,0,틈새시장을 노리는거야! ,NULL,0
NULL,7,12,13,0.5,2,7,20,20,9,70,30,0,0,4,"rabbit,cat,parrot,squirrel,horse,",9500,120,800,18000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","COMBO,5,5,",5콤보 5회성공,5콤보5회달성(%d/5),연속으로 퍼즐을 맞추면 콤보가 돼요.,NULL,NULL,"NULL,",0,0,지칠수록 더 열심히 일해야죠!,NULL,0
cake_cream,7,13,14,0.5,2,7,20,20,9,70,30,0,0,4,"rabbit,cat,parrot,squirrel,horse,",10000,120,1200,19000,"4,cake_cream,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,cake_cream,4,",생크림케익 4개 만들어 팔기,생크림케익 4개(%d/4),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,생크림 페스티벌,NULL,0
NULL,7,14,15,0.5,2,7,10,12,9,70,30,0,0,4,"rabbit,cat,parrot,squirrel,horse,",10000,120,1500,19000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMOVE,DECAY,10,",썩는 재료 10개 없애기,썩는재료 10개 없애기(%d/10),녹색 연기가 나는 블럭을 맞추어 없애야 해요.,NULL,quest07.png,"NULL,",0,0,습한 날씨. 재료가 상하기 쉬워요.,NULL,0
hot_choco,8,15,16,0.7,2,8,15,15,9,70,30,0,0,3,"rabbit,cat,parrot,squirrel,horse,",9500,120,800,19500,"4,hot_choco,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,hot_choco,3,",핫초코 3개 만들어 팔기,핫초코 3개(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,쌀쌀한 저녁 핫초코 어때요?,NULL,0
NULL,8,16,17,0.7,2,8,15,15,9,60,30,10,10,3,"rabbit,cat,parrot,squirrel,horse,",9500,120,2000,20000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","GUEST,ALL,0,",모든 손님 놓치지 않기,모든 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,커피숍의 생명은 친철한 서비스♥,NULL,0
hot_mocha,8,17,18,0.7,3,8,15,15,9,60,30,10,10,3,"rabbit,cat,parrot,squirrel,horse,",10500,180,1500,23000,"NULL,","ALL,85,hot_mocha,15,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,8,",아이스크림 8개이상 끼워팔기,아이스크림8개 팔기(%d/8),푸들 매니져를 승진시키면 달성이 쉬워져요.,NULL,NULL,"NULL,",0,0,틈새시장을 노리는거야! ,NULL,0
NULL,8,18,19,0.7,4,8,15,15,9,60,30,10,10,3,"rabbit,cat,parrot,squirrel,horse,",11000,180,1400,24000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMOVE,ICE,9,",얼음 블럭 9개 깨기,얼음블럭9개깨기(%d/9),얼어있는 블럭에 같은 블럭을 매치하면 깰 수 있어요.,NULL,quest06.png,"NULL,",0,0,두둥! 또 왔다 이상기온 한파! ,NULL,0
prap_mocha,8,19,20,0.7,3,8,15,15,9,60,30,10,20,3,"rabbit,cat,parrot,squirrel,horse,",12500,180,1500,25500,"NULL,","ALL,85,hot_mocha,15,","ALL,100,",-1,1,"NULL,","BLOCK,MSG,2,",MSG블록 2회 사용하기,MSG블록 2회사용(%d/2),손님 연속만족 5콤보를 달성하면 MSG블럭이 생겨요.,NULL,NULL,"NULL,",0,0,이젠 이정도 쯤은 하겠죠? 2,NULL,0
NULL,8,20,21,0.5,3,8,15,15,9,60,30,10,20,3,"rabbit,cat,parrot,squirrel,horse,hippo,",12500,180,1300,26000,"NULL,","ALL,100,","ALL,30,hippo,70,",-1,1,"NULL,","GUEST,hippo,0,",하마 손님 단골 만들기,하마 손님 모두 만족,NULL,NULL,NULL,"NULL,",0,0,올수록 또 오고 싶은 곳!,NULL,0
muff_choco,8,21,22,0.5,3,8,15,15,9,60,30,10,20,3,"rabbit,cat,parrot,squirrel,horse,hippo,",14000,180,1600,26000,"3,muff_choco,hot_choco,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,choco,5,",초콜렛 제품 5개 만들어 팔기,초콜렛 제품 5개(%d/5),모든 종류의 초콜렛이 들어간 메뉴를 5개이상 판매해요.,NULL,NULL,"NULL,",0,0,초콜렛 신메뉴 2종 홍보기간!,NULL,0
NULL,8,22,23,0.5,3,8,15,15,9,60,30,10,20,3,"rabbit,cat,parrot,squirrel,horse,hippo,",12500,180,2400,25000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","COMBO,10,4,",10콤보 4회성공,10콤보4회달성(%d/4),연속으로 퍼즐을 맞추면 콤보가 돼요.,NULL,NULL,"NULL,",0,0,언제나 지켜보고 있다구요!,NULL,0
muff_choco_straw_cream,8,23,24,0.4,4,8,15,15,9,60,30,10,20,3,"rabbit,cat,parrot,squirrel,horse,hippo,",15000,180,1900,27000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,9,",아이스크림 9개이상 끼워팔기,아이스크림9개 팔기(%d/9),푸들 매니져를 승진시키면 달성이 쉬워져요.,NULL,NULL,"NULL,",0,0,"화창한 날씨, 틈새시장을 노려요!",NULL,0
NULL,8,24,25,0.4,4,8,12,13,9,50,30,20,30,3,"rabbit,cat,parrot,squirrel,horse,hippo,",15500,180,2000,28000,"NULL,","ALL,100,","ALL,100,",-1,0,"NULL,","ETC,GOLD,0,",까먹지 말고 돈 받기!,빠짐없이 돈 받기,NULL,NULL,NULL,"NULL,",0,0,"정직원된 푸들캐셔, 연차쓰고 동남아행!",NULL,0
cake_choco_straw_cream,9,25,26,0.4,4,9,12,13,9,50,30,20,30,3,"rabbit,cat,parrot,squirrel,horse,hippo,",16000,180,1600,28000,"4,cake_choco_straw_cream,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,choco_straw,3,",딸기 베이커리 3개 판매,딸기 베이커리 3개(%d/3),케익과 머핀 중 딸기가 들어간 메뉴를 3개이상 판매해요.,NULL,NULL,"NULL,",0,0,딸기 베이커리 메뉴 2종 출시기념!,NULL,0
NULL,9,26,27,0.6,4,9,10,10,9,50,30,20,30,3,"rabbit,cat,parrot,squirrel,horse,hippo,",16500,180,1700,29000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMOVE,DECAY,12,",썩는 재료 12개 없애기,썩는재료 12개 없애기(%d/12),녹색 연기가 나는 블럭을 맞추어 없애야 해요.,NULL,quest07.png,"NULL,",0,0,습한 날씨. 재료가 상하기 쉬워요.,NULL,0
prap_straw,9,27,28,0.3,4,9,12,13,9,50,30,20,30,3,"rabbit,cat,parrot,squirrel,horse,hippo,",17500,180,1600,30500,"5,prap_straw,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,prap_straw,3,",딸기스무디 3잔 판매,딸기스무디 3잔(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,상큼한 딸기 프라푸치노 개시!,NULL,0
NULL,9,28,29,0.3,4,9,12,13,9,50,30,20,30,3,"rabbit,cat,parrot,squirrel,horse,hippo,",18500,180,2300,31000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,10,",아이스크림 10개이상 끼워팔기,아이스크림10개 팔기(%d/10),푸들 매니져를 승진시키면 달성이 쉬워져요.,NULL,NULL,"NULL,",0,0,"화창한 날씨, 틈새시장을 노려요!",NULL,0
NULL,9,29,30,0.6,4,9,12,13,9,50,30,20,30,3,"rabbit,cat,parrot,squirrel,horse,hippo,",19500,180,2500,32000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","GUEST,ALL,0,",모든 손님 놓치지 않기,모든 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,마지막 날! 유종의 미를 거둬요♥,NULL,0
NULL,9,30,31,0.6,3,9,12,13,9,100,0,0,0,3,"rabbit,cat,parrot,squirrel,horse,hippo,",20000,200,2200,25000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,0,",모든손님에게 사이드메뉴 팔기,아이스크림 모두 팔기,푸들 매니져를 승진시키면 달성이 쉬워져요.,NULL,NULL,"NULL,",0,0,사장님의 무리수,NULL,0
NULL,9,31,32,0.6,2,9,15,15,9,60,30,10,10,3,"rabbit,cat,parrot,squirrel,horse,hippo,",21000,200,1800,31000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMAIN,candy,0,",캔디 아이템 안쓰기,캔디 아이템 안쓰기,캔디 아이템을 모두 사용하지않고 스테이지를 클리어해야 해요.,추천 커스튬: 영의정 개 3년 세트 ,quest11.png,"NULL,",0,0,요리 실력으로만 승부해요!,NULL,0
NULL,9,32,33,0.3,6,9,15,20,9,50,30,20,30,3,"rabbit,cat,parrot,squirrel,horse,hippo,",22000,210,1500,33500,"NULL,","ALL,100,","ALL,95,rabbit,5,",-1,1,"NULL,","GUEST,ALL,0,",모든 손님 놓치지 않기,모든 손님 놓치지 않기,손님들이 기분이 상한채로 등장해요.,추천 커스튬: 산타할아버지 세트 ,NULL,"NULL,",0,2,너무추워! 손님들도 추워요!,NULL,0
NULL,9,33,34,0.4,5,9,15,20,9,80,20,0,20,3,"rabbit,cat,parrot,squirrel,horse,hippo,",17500,180,2500,27000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMAIN,ICE,4,",얼음블럭 4개 이상 안깨기,얼음블럭 %d개이상 안깨기,얼어있는 블럭이 깨지지않도록 한턴한턴 조심조심!,추천 커스튬: 쌈바쌈바 핫 챠 세트,quest10.png,"NULL,",0,0,얼음도 소즁한 생명이니까...,NULL,0
NULL,9,34,35,0.6,4,9,12,13,9,30,40,30,40,3,"rabbit,cat,parrot,squirrel,horse,hippo,",19000,210,1600,32000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","GUEST,ALL,0,",모든 손님 놓치지 않기,모든 손님 놓치지 않기,테이블이 파손돼 손님이 2명밖에 못들어 와요.,NULL,NULL,"NULL,",1,0,간밤에 취객이 왔다갔나봐요ㅜㅜ,NULL,0
NULL,9,35,36,0.3,3,9,12,13,9,90,10,0,10,3,"rabbit,cat,parrot,squirrel,horse,hippo,",23000,220,1800,33000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","BLOCK,MSG,3,",MSG 3회사용,MSG블록 3회사용(%d/3),손님 연속만족 5콤보를 달성하면 MSG블럭이 생겨요.,추천 커스튬: 영의정 개 3년 세트 ,NULL,"NULL,",0,0,사장님의 무리수2,NULL,0
NULL,9,36,37,0.3,3,9,10,12,9,70,30,0,20,3,"rabbit,cat,parrot,squirrel,horse,hippo,",22500,220,1500,34000,"NULL,","ALL,100,","ALL,95,rabbit,5,",-1,1,"NULL,","GUEST,ALL,0,",모든 손님 놓치지 않기,모든 손님 놓치지 않기,손님들이 기분이 상한채로 등장해요.,추천 커스튬: 개리포터 세트,NULL,"NULL,",0,2,너무 더워! 날씨가 들었다 놨다!,NULL,0
NULL,9,37,38,1,4,9,12,15,9,40,40,20,20,3,"rabbit,cat,parrot,squirrel,horse,hippo,",24000,220,1300,35000,"2,ice_ame,ice_latte,prap_mocha,prap_straw,","ALL,100,","ALL,100,",-1,1,"NULL,","BLOCK,ice,100,",얼음재료 100개 맞추기,얼음재료 100개 맞추기(%d/100),얼음재료를 마구 맞춰요.,추천 커스튬: 쌈바쌈바 핫 챠 세트,quest09.png,"NULL,",0,0,얼음재고 몽땅 소진!,NULL,0
NULL,9,38,39,0.4,5,9,10,12,9,50,30,20,40,3,"rabbit,cat,parrot,squirrel,horse,hippo,",24000,220,1500,34000,"NULL,","ALL,100,","ALL,95,cat,5,",-1,1,"NULL,","ETC,ANGRY,6,",손님 6번 화나게하기,손님 6번 화나게하기(%d/6),손님을 화나게 하면서 골을 달성해야 해요.,NULL,NULL,"NULL,",0,0,요~물처럼 밀땅하기,NULL,0
NULL,9,39,40,0.5,4,9,15,15,9,100,0,0,30,3,"rabbit,cat,parrot,squirrel,horse,hippo,",22000,220,2800,27000,"NULL,","ALL,100,","ALL,100,",-1,0,"NULL,","FOOD,SIDE,0,",혼자서 모든손님에게 사이드메뉴 팔기,아이스크림 모두 팔기,사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 달성이 쉬워져요.,NULL,NULL,"NULL,",0,0,사장님의 무리수 완결,NULL,0
