fileformat,1,,,,,,,,,,,,,,"분식점(오리,토끼->푸들->고양이)",,,,,,,,,,,,,,,,,,,,,,
resource_type,level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resource_ver,1,,,,,,1200,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,
resource_id,level_boonsik,,,,40,40,20,,,0,5,10,13,,,,,,,,,,,,,,,,,,,,,,,,
출현레시피,레시피블럭수,순번,레벨,블럭가중치,얼음나올확률(100),나오는 블럭수,썩는것이 없는시간(초),번식시간(초),블락조합최대갯수,레시피갯수1,레시피갯수2,레시피갯수3,이중주문 확률(100),동물출현간격,출연동물,목표골드,장사시간(sec),퀘스트 보너스,perfect gold,레시피출현빈도,출연레시피,출현동물,배달빈도,캐셔고용할 수있나?,쓰레기블럭,퀘스트,퀘스트 메시지,퀘스트 패널,퀘스트설명,퀘스트설명2,퀘스트설명아이콤,퀘스트 아이템,고장테이블갯수,하트감소분,스테이지 메시지,맵,노끈블락갯수
super supreme,9,10,11,2.3,1,10,30,20,9,100,0,0,0,2,"horse,parrot,panda,hippo,deer,",8100,150,1200,12000,"NULL,","ALL,100,","ALL,100,",3,1,"NULL,","GUEST,delivery,4,",배달 4회 완료,배달 4회 완료(%d/4),전화를 받고 요리를 완료해 배달원을 부르면 배달완료!,NULL,quest12.png,"NULL,",1,0,피자집에서도 배달은 계속돼요~,map_pizza_stage1.txt,4
NULL,9,11,12,2,3,10,30,20,9,90,10,0,0,3,"horse,parrot,panda,hippo,deer,",8600,150,1100,13000,"NULL,","ALL,100,","ALL,100,",6,0,"NULL,","FOOD,SIDE,10,",미니샐러드 10개 팔기,미니샐러드 10개 끼워팔기(%d/10),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,매상...너는 love....,map_pizza_stage2.txt,6
NULL,9,12,13,2,8,10,30,20,9,70,30,0,0,3,"horse,parrot,panda,hippo,deer,",9200,150,500,14500,"NULL,","ALL,100,","ALL,100,",5,1,"NULL,","REMOVE,ICE,15,",얼음블럭15개깨기,얼음블럭15개깨기(%d/15),얼어있는 블럭에 같은 블럭을 매치하면 깰 수 있어요.,NULL,quest06.png,"NULL,",0,1,추워요! 재료가 얼어버렸어요~,map_pizza_stage2.txt,4
combination,9,13,14,2.2,2,10,30,20,9,80,20,0,0,3,"horse,parrot,panda,hippo,deer,",10000,150,1200,15000,"4,combination,","ALL,100,","ALL,100,",5,1,"NULL,","FOOD,combination,3,",콤비네이션 3판 팔기,콤비네이션 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",1,0,콤비네이션 피자 등장~!,NULL,8
NULL,9,14,15,2,2,10,30,20,9,70,30,0,0,3,"horse,parrot,panda,hippo,deer,",10600,150,1300,16000,"NULL,","ALL,100,","ALL,100,",5,1,"NULL,","REMOVE,FIX,6,",묶인재료 6개풀기,묶인재료 6개풀기(%d/6),노끈으로 묶여 고정된 블럭에 같은 블럭을 매치하면 깰 수 있어요.,NULL,quest14.png,"NULL,",0,0,원가가 싸다며 사장님이 사온것은....,map_pizza_stage2.txt,8
NULL,9,15,16,2.8,1,10,30,20,9,70,30,0,0,3,"horse,parrot,panda,hippo,deer,",11000,150,500,16500,"NULL,","ALL,100,","ALL,100,",5,0,"NULL,","COMBO,10,2,",10콤보 2회달성,10콤보 2회달성(%d/2),콤보를 잇기 힘들면 새로고침의 원인이 되는 얼음블럭을 방지하는 옷을 입어보세요.,NULL,NULL,"NULL,",0,0,이제 푸들없어도 이정도는.....,NULL,3
deluxe,9,16,17,2,2,10,30,20,9,70,30,0,0,3,"horse,parrot,panda,hippo,deer,",12300,200,1300,17000,"4,deluxe,","ALL,100,","ALL,100,",5,1,"NULL,","FOOD,SIDE,11,",미니샐러드 11개 팔기,미니샐러드 11개 끼워팔기(%d/11),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,매상...너는 love....,map_pizza_stage3.txt,3
NULL,9,17,18,2,2,10,30,20,9,60,40,0,0,2,"horse,parrot,panda,hippo,deer,",13000,200,1800,18000,"NULL,","ALL,100,","ALL,100,",5,1,"NULL,","REMAIN,candy,0,",사탕 아이템 안쓰기,사탕 아이템 안쓰기,캔디 아이템을 모두 사용하지않고 스테이지를 클리어해야 해요.,NULL,quest11.png,"NULL,",0,0,사탕안쓰기,map_pizza_stage3.txt,8
NULL,9,18,19,2,2,10,30,20,9,60,40,0,0,2,"horse,parrot,panda,hippo,deer,",13800,200,1500,18500,"NULL,","ALL,100,","ALL,100,",2,1,"NULL,","GUEST,delivery,6,",배달 6회 완료,배달 6회 완료(%d/6),전화를 받고 요리를 완료해 배달원을 부르면 배달완료!,NULL,quest12.png,"NULL,",0,0,피자집에서도 배달은 계속돼요~,NULL,6
barbecue_double_cheese,9,19,20,2,2,10,30,20,9,60,40,0,0,2,"horse,parrot,panda,hippo,deer,",14500,200,1400,19000,"4,barbecue_double_cheese,","ALL,100,","ALL,100,",5,0,"NULL,","FOOD,barbecue_double_cheese,3,",바베큐더블치즈피자 팔기,바베큐더블치즈 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",1,0,바베큐 더블치즈 피자 등장~!,map_pizza_stage3.txt,6
shrimp_deluxe,9,20,21,2.1,1,10,25,10,9,50,50,0,0,2,"horse,parrot,panda,hippo,deer,lion,",15500,200,1300,20500,"NULL,","ALL,100,","ALL,55,lion,45,",5,1,"NULL,","GUEST,lion,0,",사자손님 단골만들기.,사자손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,조금 무섭지만 단골로 만들어요~,map_pizza_stage3.txt,8
NULL,9,21,22,2.1,0,10,10,7,9,50,50,0,0,2,"horse,parrot,panda,hippo,deer,lion,",16000,200,900,21000,"NULL,","ALL,100,","ALL,100,",5,1,"NULL,","REMOVE,DECAY,16,",썩는재료 16개 없애기,썩는재료 16개 없애기(%d/16),녹색 연기가 나는 블럭을 맞추어 없애야 해요.,NULL,quest07.png,"NULL,",0,2,재료가 다 상하기전에 빨리빨리!,map_pizza_stage4.txt,0
shrimp_combination,9,22,23,2.1,1,10,25,15,9,80,20,0,0,2,"horse,parrot,panda,hippo,deer,lion,",17000,200,1600,20000,"4,shrimp_combination,","ALL,100,","ALL,100,",5,1,"NULL,","FOOD,shrimp_combination,3,",쉬림프 콤비네이션피자 팔기,쉬림프 콤비네이션 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",1,0,쉬림프 콤비네이션 피자 등장~!,map_pizza_stage4.txt,6
NULL,9,23,24,2,1,10,25,15,9,50,50,0,0,2,"horse,parrot,panda,hippo,deer,lion,",17800,200,2000,26000,"NULL,","ALL,100,","ALL,100,",5,0,"NULL,","GUEST,ALL,0,",모든손님 놓치지 않기,모든손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,캐셔가 없어도 매상은 위로 올라간다.,map_pizza_stage5.txt,3
NULL,9,24,25,2,1,10,30,20,9,50,50,0,10,2,"horse,parrot,panda,hippo,deer,lion,",18500,200,1500,28000,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","REMOVE,FIX,10,",묶인재료 10개풀기,묶인재료 10개풀기(%d/10),노끈으로 묶여 고정된 블럭에 같은 블럭을 매치하면 깰 수 있어요.,NULL,quest14.png,"NULL,",0,0,원가가 싸다며 사장님이 사온것은....,map_pizza_stage2.txt,13
NULL,9,25,26,2,0,10,30,20,9,60,40,0,0,2,"horse,parrot,panda,hippo,deer,lion,",19500,200,2000,30000,"NULL,","ALL,100,","ALL,100,",0,1,"NULL,","GUEST,ALL,0,",배달만 하는 날!,모든 배달 완료,전화를 받고 요리를 완료해 배달원을 부르면 배달완료!,NULL,quest12.png,"NULL,",0,0,티비에서 한일전 한대요! ,map_pizza_stage5.txt,6
hawaian_deluxe,9,26,27,2.2,0,10,30,20,9,80,20,0,0,2,"horse,parrot,panda,hippo,deer,lion,",20500,200,2000,31000,"4,hawaian_deluxe,","ALL,100,","ALL,100,",4,1,"NULL,","FOOD,hawaian_deluxe,3,",하와이안디럭스피자 팔기,하와이안디럭스 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",1,0,하와이안 디럭스 피자 등장~!,NULL,5
NULL,9,27,28,2,0,10,30,20,9,40,60,0,20,2,"horse,parrot,panda,hippo,deer,lion,",21800,200,1300,35000,"NULL,","ALL,100,","ALL,100,",5,0,"NULL,","FOOD,SIDE,12,",미니샐러드 12개 팔기,미니샐러드 12개 끼워팔기(%d/12),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,이제 푸들없어도 이정도는.....,map_pizza_stage5.txt,6
NULL,9,28,29,1.9,0,10,20,15,9,50,50,0,0,2,"horse,parrot,panda,hippo,deer,lion,",24000,200,2800,40000,"NULL,","ALL,100,","ALL,100,",4,0,"NULL,","REMAIN,candy,0,",사탕 아이템 안쓰기,사탕 아이템 안쓰기,캔디 아이템을 모두 사용하지않고 스테이지를 클리어해야 해요.,NULL,quest11.png,"NULL,",0,0,이제 푸들없어도 이정도는....?,NULL,12
NULL,9,29,30,2.3,0,10,20,10,9,60,40,0,20,2,"horse,parrot,panda,hippo,deer,lion,",25000,200,2400,42000,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","FOOD,SIDE,0,",모든손님에게 사이드메뉴 팔기,미니샐러드 모두 끼워팔기,사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,마지막 스테이지! 바싹 벌어야죠!,map_pizza_stage6.txt,6
