fileformat,1,,,,,,,,,,,,,,"분식점(오리,토끼->푸들->고양이)",,,,,,,,,,,,,,,,,,,,,,
resource_type,level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resource_ver,1,,,,,,1200,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,
resource_id,level_boonsik,,,,40,40,20,,,0,5,10,13,,,,,,,,,,,,,,,,,,,,,,,,
출현레시피,레시피블럭수,순번,레벨,블럭가중치,얼음나올확률(100),나오는 블럭수,썩는것이 없는시간(초),번식시간(초),블락조합최대갯수,레시피갯수1,레시피갯수2,레시피갯수3,이중주문 확률(100),동물출현간격,출연동물,목표골드,장사시간(sec),퀘스트 보너스,perfect gold,레시피출현빈도,출연레시피,출현동물,배달빈도,캐셔고용할 수있나?,쓰레기블럭,퀘스트,퀘스트 메시지,퀘스트 패널,퀘스트설명,퀘스트설명2,퀘스트설명아이콤,퀘스트 아이템,고장테이블갯수,하트감소분,스테이지 메시지,맵,노끈블락갯수
NULL,9,9,10,0.5,1,9,10,15,9,70,30,0,0,4,"parrot,deer,mole,tiger,",6700,150,1200,12000,"NULL,","ALL,100,","ALL,65,tiger,35,",-1,1,"NULL,","GUEST,tiger,0,",호랑이손님 단골만들기,호랑이 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,점잖지만 무서운 새 단골손님!,map_korean_stage7.txt,0
NULL,9,10,11,0.5,3,9,10,10,9,70,20,10,0,4,"parrot,deer,mole,tiger,",7000,150,1000,13000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMOVE,DECAY,18,",썩는 재료 18개 없애기,썩는재료 18개 없애기(%d/18),녹색 연기가 나는 블럭을 맞추어 없애야 해요.,NULL,NULL,"NULL,",0,1,덥고 습한 날씨로부터 재료를 구해요!,NULL,0
NULL,9,11,12,0.5,4,9,15,20,9,70,20,10,10,4,"parrot,deer,mole,tiger,",7100,150,1100,14500,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,10,",된장찌개 10그릇 끼워팔기,찌개 10그릇 끼워팔기(%d/10),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,매상올리기의 기본! 끼워팔기!,NULL,0
sam_vegetable,9,12,13,0.6,2,10,15,20,9,70,20,10,10,3,"parrot,deer,mole,tiger,",7600,150,1400,15000,"NULL,","ALL,100,","ALL,100,",-1,0,"NULL,","REMOVE,GRILL,50,",고기50점 굽기,고기 50점 굽기(%d/50),달궈진 불판에 고기를 올리면 구워져요.,NULL,NULL,"NULL,",0,0,새 메뉴 개시! 새 요리법도 개시!,map_korean_stage1.txt,0
NULL,9,13,14,0.6,2,10,15,20,9,70,20,10,10,3,"parrot,deer,mole,tiger,",7500,150,1100,15000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","COMBO,15,2,",퍼즐 15콤보 2번 달성하기,15콤보 2회달성(%d/2),연속으로 퍼즐을 맞추면 콤보가 돼요.,NULL,NULL,"NULL,",0,0,이젠 이정돈 껌이죠!,map_korean_stage1.txt,0
NULL,9,14,15,0.6,2,10,15,20,9,80,15,5,0,3,"parrot,deer,mole,tiger,",8800,150,1100,16000,"2,bob,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,bob,5,",밥 5공기 팔기,밥 5공기 팔기(%d/5),손님 회전이 빠르면 많은 음식을 팔 수 있어요.,NULL,NULL,"NULL,",0,0,한국사람은 밥심!,map_korean_stage1.txt,0
NULL,9,15,16,0.8,1,10,15,20,9,60,20,20,10,3,"parrot,deer,mole,tiger,",8900,180,1500,17000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMOVE,FIX,8,",묶인재료 8개풀기,묶인재료 8개풀기(%d/8),노끈으로 묶여 고정된 블럭에 같은 블럭을 매치하면 깰 수 있어요.,NULL,NULL,"NULL,",0,0,노끈블럭 풀고 시작하실께요~,map_korean_stage1.txt,10
kong_gook,9,16,17,0.8,2,10,15,20,9,60,20,20,10,3,"parrot,deer,mole,tiger,",9300,180,900,18000,"4,kong_gook,","ALL,100,","ALL,100,",-1,0,"NULL,","FOOD,kong_gook,3,",콩나물국밥 3그릇팔기,콩나물국밥 3그릇 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,새 메뉴 개시!,map_korean_stage2.txt,0
NULL,9,17,18,0.8,3,10,15,20,9,80,15,5,0,2,"parrot,deer,mole,tiger,",9800,180,1300,18500,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,14,",된장찌개 14그릇 끼워팔기,찌개 14그릇 끼워팔기(%d/14),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,매상올리기의 기본! 끼워팔기!,map_korean_stage2.txt,0
NULL,9,18,19,1,3,10,15,20,9,60,20,20,15,2,"parrot,deer,mole,tiger,fox,",10500,180,1400,19000,"NULL,","ALL,100,","ALL,55,fox,45,",-1,1,"NULL,","GUEST,fox,0,",구미호 손님 단골만들기,구미호 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,잘못하면 큰일날것같은 새 단골손님ㅜㅜ,map_korean_stage2.txt,0
kong_bookgogi,9,19,20,1.2,3,10,15,20,9,50,30,20,15,2,"parrot,deer,mole,tiger,fox,",12000,180,1300,21000,"NULL,","ALL,100,","ALL,100,",-1,0,"NULL,","ETC,GOLD,0,",까먹지말고 돈받기,빠짐없이 돈 받기,NULL,NULL,NULL,"NULL,",0,0,캐셔가 없어도 잘할수 있죠?,map_korean_stage3.txt,0
sam_kimchi,9,20,21,1.2,1,10,13,20,9,50,30,20,15,2,"parrot,deer,mole,tiger,fox,",12000,180,1000,21000,"2,sam_kimchi,sam_vegetable,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,sam,6,",쌈메뉴 6접시 팔기,쌈 6접시 팔기(%d/6),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,골라 싸먹는 재미! 쌈!,map_korean_stage2.txt,0
NULL,9,21,22,1.3,2,10,13,20,9,50,30,20,15,2,"parrot,deer,mole,tiger,fox,",12500,180,1800,22000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMOVE,GRILL,100,",고기 100점 굽기,고기 100점 굽기(%d/100),달궈진 불판에 고기를 올리면 구워져요.,NULL,NULL,"NULL,",0,0,고기굽기의 달인!,map_korean_stage3.txt,0
NULL,9,22,23,1.6,6,10,13,20,9,50,30,20,20,2,"parrot,deer,mole,tiger,fox,",13500,180,1500,24500,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMOVE,ICE,20,",얼어있는재료 20개 깨기,언 재료 20개 깨기(%d/20),얼어있는 블럭에 같은 블럭을 매치하면 깰 수 있어요.,NULL,NULL,"NULL,",0,2,추운날씨에 재료가 얼어버렸어요~,map_korean_stage3.txt,0
NULL,9,23,24,1.6,1,10,13,20,9,50,30,20,20,2,"parrot,deer,mole,tiger,fox,",13500,210,2400,25000,"NULL,","ALL,100,","ALL,100,",-1,0,"NULL,","GUEST,ALL,0,",손님모두만족,손님모두만족,NULL,NULL,NULL,"NULL,",1,0,테이블도고장나고 캐셔도없지만 당황하지않고~,map_korean_stage3.txt,0
dooroo,9,24,25,1.6,2,10,13,20,9,50,30,20,10,2,"parrot,deer,mole,tiger,fox,",17500,210,900,27000,"4,dooroo,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,dooroo,3,",두루치기 3접시 팔기,두루치기 3접시 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,새 메뉴 개시!,map_korean_stage4.txt,0
NULL,9,25,26,1.6,1,10,13,20,9,60,30,10,10,2,"parrot,deer,mole,tiger,fox,",18000,210,2200,28000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMAIN,candy,0,",사탕 사용 안하기,사탕아이템 사용안하기,캔디 아이템을 모두 사용하지않고 스테이지를 클리어해야 해요.,NULL,NULL,"NULL,",0,0,진정한 서버는 아이템에 의존하지않지.,map_korean_stage4.txt,0
NULL,9,26,27,1.6,2,10,12,8,9,40,30,30,25,2,"parrot,deer,mole,tiger,fox,",18000,210,1200,30000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","REMOVE,DECAY,24,",썩는 재료 24개 없애기,썩는재료 24개 없애기(%d/24),녹색 연기가 나는 블럭을 맞추어 없애야 해요.,NULL,NULL,"NULL,",0,1,덥고 습한 날씨로부터 재료를 구해요!,map_korean_stage4.txt,0
kimchi_bok,9,27,28,1.8,1,10,12,12,9,30,30,40,30,2,"parrot,deer,mole,tiger,fox,",20000,210,900,31000,"4,kimchi_bok,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,kimchi_bok,3,",김치볶음밥 3접시 팔기,김치볶음밥 3접시 팔기(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,새 메뉴 개시!,map_korean_stage5.txt,0
NULL,9,28,29,1.8,1,10,12,12,9,30,30,40,30,2,"parrot,deer,mole,tiger,fox,",22000,210,1700,34000,"NULL,","ALL,100,","ALL,100,",-1,0,"NULL,","REMOVE,FIX,8,",묶인재료 8개풀기,묶인재료 8개풀기(%d/8),노끈으로 묶여 고정된 블럭에 같은 블럭을 매치하면 깰 수 있어요.,NULL,NULL,"NULL,",0,0,노끈블럭 풀고 시작하실께요~,map_korean_stage5.txt,8
NULL,9,29,30,1.8,1,10,12,12,9,30,30,40,30,2,"parrot,deer,mole,tiger,fox,",24000,210,2500,36000,"NULL,","ALL,100,","ALL,100,",-1,1,"NULL,","FOOD,SIDE,0,",된장찌개 모두 끼워팔기,찌개 모두 팔기,사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,매상올리기의 기본! 끼워팔기!,map_korean_stage5.txt,0
