fileformat,1,,,,,,,,,,,,,,"햄버거(토끼,고양이->앵무새->다람쥐)",,,,,,,,,,,,,,,,,,,,,,
resource_type,level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resource_ver,1,,,,,,1200,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,
resource_id,level_boonsik,,,,40,40,20,,,0,5,10,13,,,,,,,,,,,,,,,,,,,,,,,,
출현레시피,레시피블럭수,순번,레벨,블럭가중치,얼음나올확률(100),나오는 블럭수,썩는것이 없는시간(초),번식시간(초),블락조합최대갯수,레시피갯수1,레시피갯수2,레시피갯수3,이중주문 확률(100),동물출현간격,출연동물,목표골드,장사시간(sec),퀘스트 보너스,perfect gold,레시피출현빈도,출연레시피,출현동물,배달빈도,캐셔고용할 수있나?,쓰레기블럭,퀘스트,퀘스트 메시지,퀘스트 패널,퀘스트설명,퀘스트설명2,퀘스트설명아이콤,퀘스트 아이템,고장테이블갯수,하트감소분,스테이지 메시지,맵,노끈블락갯수
mix_rice,8,9,10,1.2,3,8,25,20,9,70,30,0,0,4,"squirrel,horse,hippo,",5500,150,700,10000,"4,mix_rice,","ALL,100,","ALL,100,",4,1,"NULL,","FOOD,mix_rice,3,",볶음밥 등장,볶음밥 3개(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,볶음밥 개시 했다해~ 마니 팔으라해~,NULL,0
NULL,8,10,11,1.2,3,8,25,20,9,70,30,0,0,4,"squirrel,horse,hippo,panda,",6000,150,800,10500,"NULL,","ALL,100,","ALL,50,panda,50,",4,1,"NULL,","GUEST,panda,0,",팬더손님단골만들기,팬더 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,단골을 잡아야 가늘고 길게 살아남지.,NULL,0
NULL,8,11,12,1.2,3,8,25,20,9,70,30,0,0,4,"squirrel,horse,hippo,panda,",7000,150,700,12000,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","GUEST,delivery,3,",배달 3번 완료,배달 3회 완료(%d/3),전화를 받고 요리를 완료해 배달원을 부르면 배달완료!,NULL,quest12.png,"NULL,",0,0,우리는 배달의 민족! ,NULL,0
NULL,8,12,13,1.2,3,8,10,8,9,70,30,0,0,4,"squirrel,horse,hippo,panda,",7500,150,950,13000,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","REMOVE,DECAY,14,",썩은 재료 14개 없애기,썩는재료 14개 없애기(%d/14),녹색 연기가 나는 블럭을 맞추어 없애야 해요.,NULL,quest07.png,"NULL,",0,0,스케일이 다른 썩는속도 ㅎㄷㄷ,NULL,0
shrimp_chae,8,13,14,1.2,3,8,15,15,9,70,30,0,0,4,"squirrel,horse,hippo,panda,",8000,150,700,14500,"4,shrimp_chae,","ALL,100,","ALL,100,",4,1,"NULL,","FOOD,shrimp_chae,3,",칠리새우등장,칠리새우 3개(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,칠리새우 개시 했다해~ 마니 팔으라해~,NULL,0
NULL,8,14,15,1.2,3,8,15,15,9,60,40,0,0,4,"squirrel,horse,hippo,panda,",8500,150,900,15000,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","COMBO,15,2,",15콤보 2회,15콤보2회달성(%d/2),콤보를 잇기 힘들면 새로고침의 원인이 되는 얼음블럭을 방지하는 옷을 입어보세요.,NULL,NULL,"NULL,",0,0,할수있겠지? 두근두근...,NULL,0
NULL,8,15,16,1,3,8,15,15,9,60,40,0,0,3,"squirrel,horse,hippo,panda,",9000,150,800,16000,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","FOOD,SIDE,10,",중화만두 10개 팔기,중화만두10개 끼워팔기(%d/10),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,연애도 서빙도 가장 중요한건 타이밍이야,NULL,0
NULL,8,16,17,1,3,8,15,15,9,60,40,0,5,3,"squirrel,horse,hippo,panda,",9500,200,1100,16500,"NULL,","ALL,100,","ALL,100,",4,0,"NULL,","FOOD,SIDE,7,",중화만두 7개 팔기,중화만두7개 끼워팔기(%d/7),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,일손이 없어도 할건 해야죠.,NULL,0
pepper_chae,8,17,18,1,3,8,15,15,9,60,40,0,5,3,"squirrel,horse,hippo,panda,",10000,200,900,17000,"4,pepper_chae,","ALL,100,","ALL,100,",4,1,"NULL,","FOOD,pepper_chae,3,",고추잡채등장,고추잡채 3개(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,고추잡채개시 했다해~ 마니 팔으라해~,NULL,0
NULL,8,18,19,1,3,9,15,15,9,60,40,0,10,3,"squirrel,horse,hippo,panda,",10500,200,900,18000,"NULL,","ALL,100,","ALL,100,",3,1,"NULL,","GUEST,delivery,4,",배달 4번 완료,배달 4회 완료(%d/4),전화를 받고 요리를 완료해 배달원을 부르면 배달완료!,NULL,quest12.png,"NULL,",0,0,우리는 배달의 민족! ,NULL,0
sa_zzazang_myun,8,19,20,1,3,9,15,15,9,60,40,0,10,3,"squirrel,horse,hippo,panda,",11000,200,700,18500,"4,sa_zzazang_myun,","ALL,100,","ALL,100,",3,1,"NULL,","FOOD,sa_zzazang_myun,3,",사천짜장등장,사천짜장 3개(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,사천짜장개시 했다해~ 마니 팔으라해~,NULL,0
NULL,8,20,21,1.2,3,9,15,15,9,60,30,10,10,3,"squirrel,horse,hippo,panda,",11500,200,1100,19000,"NULL,","ALL,0,zzazang_myun,55,sa_zzazang_myun,45","ALL,100,",3,1,"NULL,","GUEST,ALL,0,",짜장면만 파는날,모든 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,블랙데이 솔로들은 자장면을 먹어요.,NULL,0
NULL,8,21,22,0.8,3,9,15,15,9,50,40,10,15,3,"squirrel,horse,hippo,panda,",12500,200,900,20500,"NULL,","ALL,100,","ALL,100,",3,1,"NULL,","FOOD,SIDE,12,",중화만두 12개 팔기,중화만두12개 끼워팔기(%d/12),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,연애도 서빙도 가장 중요한건 타이밍이야,NULL,0
palbo_chae,8,22,23,0.8,3,9,15,15,9,50,40,10,15,2,"squirrel,horse,hippo,panda,",13000,200,700,21000,"3,palbo_chae,","ALL,100,","ALL,100,",3,1,"NULL,","FOOD,palbo_chae,3,",팔보채등장,팔보채 3개(%d/3),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,팔보채개시 했다해~ 마니 팔으라해~,NULL,0
NULL,8,23,24,1,3,9,12,15,9,50,40,10,15,2,"squirrel,horse,hippo,panda,mole,",12500,200,1000,20000,"NULL,","ALL,100,","ALL,60,mole,40,",4,1,"NULL,","GUEST,mole,0,",두더지손님단골만들기,두더지 손님 놓치지 않기,NULL,NULL,NULL,"NULL,",0,0,단골을 잡아야 가늘고 길게 살아남지.,NULL,0
"zzambong_zzazang_myun_complex,tang_meat_mix_rice_complex,",8,24,25,0.8,3,9,12,15,9,50,40,20,20,2,"squirrel,horse,hippo,panda,mole,",15500,200,800,26000,"2,zzambong_zzazang_myun_complex,tang_meat_mix_rice_complex,","ALL,100,","ALL,100,",4,1,"NULL,","FOOD,complex,5,",이중메뉴등장,콤보메뉴 5개(%d/5),손님 회전이 빠르면 퀘스트 음식을 주문할 확률이 높아져요.,NULL,NULL,"NULL,",0,0,뭐먹을지 고민은 이제그만~반반메뉴 등장! ,NULL,0
NULL,8,25,26,1,5,9,15,15,9,50,30,20,20,2,"squirrel,horse,hippo,panda,mole,",15500,200,800,26000,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","REMOVE,ICE,12,",얼어있는 재료 12개 깨기,얼음블럭12개깨기(%d/12),얼어있는 블럭에 같은 블럭을 매치하면 깰 수 있어요.,NULL,quest06.png,"NULL,",0,0,불경기예요 얼음 깨서라도 팔아야죠.,NULL,0
NULL,8,26,27,1.2,3,9,20,20,9,90,10,0,0,10,"squirrel,horse,hippo,panda,mole,",16000,200,1500,24000,"NULL,","ALL,100,","ALL,100,",0,1,"NULL,","GUEST,ALL,0,",모든 배달 완료,모든 배달 완료,전화를 받고 요리를 완료해 배달원을 부르면 배달완료!,NULL,quest12.png,"NULL,",0,0,홀 공사중. 배달만 하는 날!,NULL,0
NULL,8,27,28,0.8,3,9,12,10,9,50,40,10,20,2,"squirrel,horse,hippo,panda,mole,",18000,200,1200,30000,"NULL,","ALL,100,","ALL,100,",3,0,"NULL,","FOOD,SIDE,8,",중화만두 8개 팔기,중화만두8개 끼워팔기(%d/8),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,일손이 없어도 할건 해야죠.,NULL,0
NULL,8,28,29,0.7,3,9,12,10,9,50,40,10,20,2,"squirrel,horse,hippo,panda,mole,",19500,200,1000,32000,"NULL,","ALL,100,","ALL,100,",3,1,"NULL,","FOOD,SIDE,13,",중화만두 13개 팔기,중화만두13개 팔기(%d/13),사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,NULL,NULL,"NULL,",0,0,연애도 서빙도 가장 중요한건 타이밍이야,NULL,0
NULL,8,29,30,0.7,3,9,10,10,9,60,40,0,10,2,"squirrel,horse,hippo,panda,mole,",21000,200,1100,35000,"NULL,","ALL,100,","ALL,100,",3,1,"NULL,","GUEST,delivery,5,",배달5번 완료,배달 5회 완료(%d/5),전화를 받고 요리를 완료해 배달원을 부르면 배달완료!,NULL,quest12.png,"NULL,",0,0,일손이 없어도 할건 해야죠.,NULL,0
NULL,8,30,31,1,3,9,12,15,9,100,0,0,10,3,"horse,hippo,panda,mole,",17500,200,1500,23000,"NULL,","ALL,100,","ALL,100,",3,1,"NULL,","FOOD,SIDE,0,",모든손님에게 사이드메뉴 팔기,중화만두 모두 팔기,푸들 매니져를 승진시키면 달성이 쉬워져요.,NULL,NULL,"NULL,",0,0,사장님의 무리수,NULL,0
NULL,8,31,32,1.1,3,9,15,20,9,70,30,0,10,3,"horse,hippo,panda,mole,",17500,200,2300,24000,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","ITEM,NOTUSE,0,",슬롯 아이템 안쓰기!,슬롯아이템 안쓰기,슬롯 아이템을 사용하지않고 스테이지를 클리어해야 해요.,NULL,NULL,"NULL,",0,0,실력으로 승부해요!,NULL,0
NULL,8,32,33,0.8,4,9,15,20,9,60,40,0,10,3,"horse,hippo,panda,mole,",18000,210,2500,24500,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","REMAIN,ICE,5,",얼음블럭 5개이상 안깨기,얼음블럭 %d개이상 안깨기,얼어있는 블럭이 깨지지않도록 한턴한턴 조심조심!,추천 커스튬: 쌈바쌈바 핫 챠 세트,quest10.png,"NULL,",0,0,얼음 조심히 케어해 주쟈나...,NULL,0
NULL,8,33,34,1,3,9,12,15,9,80,20,0,0,3,"horse,hippo,panda,mole,",18500,210,1600,24000,"NULL,","ALL,100,","ALL,100,",2,1,"NULL,","GUEST,delivery,6,",배달 6번 완료,배달 6회 완료(%d/6),전화를 받고 요리를 완료해 배달원을 부르면 배달완료!,NULL,quest12.png,"NULL,",1,0,일손이 없어도 할건 해야죠.,NULL,0
NULL,8,34,35,1,3,9,12,15,9,70,30,0,10,3,"horse,hippo,panda,rabbit,",19000,210,1500,25000,"NULL,","ALL,100,","ALL,65,rabbit,35,",4,1,"NULL,","ETC,ANGRY,6,",손님 6번 화나게하기,손님 6번 화나게하기(%d/6),손님을 화나게 하면서 골을 달성해야 해요.,NULL,NULL,"NULL,",0,0,요~물! 손님을 들었다! 놨다!,NULL,0
NULL,8,35,36,1.2,2,9,15,20,9,80,20,0,0,3,"horse,hippo,panda,mole,",20000,220,2200,27000,"NULL,","ALL,100,","ALL,100,",4,1,"NULL,","ETC,NOTANGRY,0,",손님 화내지 않게 하기,손님 화내지 않게 하기,손님의 하트가 1개로 떨어지기 전에 미리미리 기분을 풀어줘야해요.,추천 커스튬: 영의정 세트,NULL,"NULL,",0,0,그분을 화나게 해선 안돼!,NULL,0
NULL,8,36,37,1.2,2,9,15,20,9,100,0,0,0,3,"horse,hippo,panda,mole,",19000,220,2400,24000,"NULL,","ALL,100,","ALL,100,",0,0,"NULL,","GUEST,ALL,0,",모든 손님 놓치지 않기,모든 손님 놓치지 않기,전화를 받고 요리를 완료해 배달원을 부르면 배달완료!,NULL,quest12.png,"NULL,",0,0,일손이 없어도 홀 공사도 계속된다!배달만!,NULL,0
NULL,8,37,38,1,2,9,15,20,9,50,40,10,20,3,"horse,hippo,panda,mole,",18500,220,2000,23500,"NULL,","ALL,100,","ALL,100,",4,1,"danmooji,4,","BLOCK,danmooji,150,",단무지 150개 없애기,단무지 150개 없애기(%d/150),단무지를 마구 맞춰 없애요.,NULL,quest13.png,"NULL,",0,0,단무지와의 전쟁!,NULL,0
NULL,8,38,39,1,3,9,12,15,9,50,40,10,20,3,"horse,hippo,panda,mole,",16000,220,1700,22000,"NULL,","ALL,100,","ALL,100,",3,0,"NULL,","GUEST,ALL,0,",모든 손님 놓치지 않기,모든 손님 놓치지 않기,테이블이 파손돼 손님이 2명밖에 못들어 와요.,NULL,NULL,"NULL,",1,0,취객이 또왔나봐요!,NULL,0
NULL,8,39,40,1.3,2,9,12,15,9,50,40,10,0,3,"horse,hippo,panda,mole,",19500,220,2600,25000,"NULL,","ALL,100,","ALL,100,",3,0,"NULL,","FOOD,SIDE,0,",모든손님에게 사이드메뉴 팔기,중화만두 모두 팔기,사이드 메뉴를 업그레이드하면 준비시간이 줄어들어 더 많이 판매할 수 있어요.,추천 커스튬: 큐피트 세트,NULL,"NULL,",1,0,취객이 와도 할건 해야죠!,NULL,0
