nodeId,path,parentId,depth,displayName,atlasPlist,frameName,position,positionBase,anchorPoint,scale,rotation,rotationBase,flipX,flipY,visible,visibleBase,visibleSequences,positionSequences,rotationSequences,displayFrameSequences
15,0.0.7.5,9,3,CCSpriteMouseCry,animal/animal_panda.plist,animal_panda_mouse_05.png,"[62, 19, 0]",,"[0.5, 0.5]","[1, 1, false, 0]",,,false,false,false,0,5:angry,,,
16,0.0.7.6,9,3,CCSpriteMouseSmile,animal/animal_panda.plist,animal_panda_mouse_02.png,"[65, 19, 0]",,"[0.5, 0.5]","[1, 1, false, 0]",,,false,false,false,0,4:like,,,
17,0.0.7.7,9,3,CCSpriteMouseEat,animal/animal_panda.plist,animal_panda_mouse_04.png,"[65, 19, 0]",,"[0.5, 0.5]","[1, 1, false, 0]",,,false,false,false,0,6:eat,,,
18,0.0.8,1,2,CCSpriteArmRight,animal/animal_panda.plist,animal_panda_arm_right_01.png,"[-36, 117, 0]","[-36, 117]","[0.5, 1]","[1, 1, false, 0]",25,25,false,false,false,0,2:walkin | 3:order,2:walkin,2:walkin,
19,0.0.9,1,2,CCSpriteArmRightTopUnder,animal/animal_panda.plist,animal_panda_arm_right_02.png,"[-44, 73, 0]","[-44, 73]","[0.5, 0]","[1, 1, false, 0]",40,40,false,false,false,0,4:like | 5:angry,5:angry,5:angry,
20,0.0.10,1,2,CCSprite,animal/animal_panda.plist,animal_panda_arm_right_03.png,"[-48, 110, 0]","[-49, 103]","[0, 0.30000001192092896]","[1, 1, false, 0]",49,45,false,false,true,0,6:eat,6:eat,6:eat,
21,0.0.11,1,2,CCSpriteArmRightTopUnder,animal/animal_panda.plist,animal_panda_arm_right_02.png,"[58, 91, 0]","[54, 75]","[0.5, 0]","[1, 1, false, 0]",-100,-40,false,false,true,0,4:like | 5:angry | 6:eat,5:angry | 6:eat,5:angry | 6:eat,
22,0.1,0,1,CCSpriteTearLeft0,animal/animal_panda.plist,animal_panda_tears_0.png,"[-645, 639, 0]","[-645, 639]","[1, 0.699999988079071]","[1, 1, false, 0]",,,false,false,true,1,5:angry,5:angry,,
23,0.2,0,1,CCSpriteTearLeft1,animal/animal_panda.plist,animal_panda_tears_1.png,"[-632, 647, 0]","[-632, 647]","[1, 0.699999988079071]","[1, 1, false, 0]",,,false,false,true,1,5:angry,5:angry,,
24,0.3,0,1,CCSpriteTearLeft2,animal/animal_panda.plist,animal_panda_tears_2.png,"[-740, 675, 0]","[-740, 675]","[1, 0.699999988079071]","[1, 1, false, 0]",,,false,false,true,1,5:angry,5:angry,,
25,0.4,0,1,CCSpriteTearLeft3,animal/animal_panda.plist,animal_panda_tears_3.png,"[-724, 635, 0]","[-724, 635]","[1, 0.699999988079071]","[1, 1, false, 0]",,,false,false,true,1,5:angry,5:angry,,
26,0.5,0,1,CCSpriteTearRight0,animal/animal_panda.plist,animal_panda_tears_0.png,"[-858, 595, 0]","[-858, 595]","[0, 0.699999988079071]","[1, 1, false, 0]",,,true,false,true,1,5:angry,5:angry,,
27,0.6,0,1,CCSpriteTearRight1,animal/animal_panda.plist,animal_panda_tears_1.png,"[-728, 611, 0]","[-728, 611]","[0, 0.699999988079071]","[1, 1, false, 0]",,,true,false,true,1,5:angry,5:angry,,
28,0.7,0,1,CCSpriteTearRight2,animal/animal_panda.plist,animal_panda_tears_2.png,"[-822, 717, 0]","[-822, 717]","[0, 0.699999988079071]","[1, 1, false, 0]",,,true,false,true,1,5:angry,5:angry,,
29,0.8,0,1,CCSpriteTearRight3,animal/animal_panda.plist,animal_panda_tears_3.png,"[-730, 615, 0]","[-730, 615]","[0, 0.699999988079071]","[1, 1, false, 0]",,,true,false,true,1,5:angry,5:angry,,
30,0.9,0,1,CCSpriteSpitLeft_0,animal/animal_panda.plist,animal_panda_eat2_01.png,"[-23, 123, 0]","[-751, 573]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,6:eat,6:eat,,
31,0.10,0,1,CCSpriteSpitLeft_1,animal/animal_panda.plist,animal_panda_eat2_02.png,"[-23, 123, 0]","[-724, 644]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,false,1,6:eat,6:eat,,
32,0.11,0,1,CCSpriteSpitRight_0,animal/animal_panda.plist,animal_panda_eat2_01.png,"[35, 121, 0]","[-781, 604]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,6:eat,6:eat,,
33,0.12,0,1,CCSpriteSpitRight_1,animal/animal_panda.plist,animal_panda_eat2_02.png,"[35, 121, 0]","[-776, 609]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,false,1,6:eat,6:eat,,
