nodeId,path,parentId,depth,displayName,atlasPlist,frameName,position,positionBase,anchorPoint,scale,rotation,rotationBase,flipX,flipY,visible,visibleBase,visibleSequences,positionSequences,rotationSequences,displayFrameSequences
34,0.0.20,1,2,CCSpriteLikeEffect_0,animal/animal_parrot.plist,animal_parrot_music_0001.png,"[-702, 764, 0]","[-702, 764]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,4:like,4:like,,
35,0.0.21,1,2,CCSpriteLikeEffect_1,animal/animal_parrot.plist,animal_parrot_music_0002.png,"[-735, 802, 0]","[-735, 802]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,4:like,4:like,,
36,0.0.22,1,2,CCSpriteLikeEffect_2,animal/animal_parrot.plist,animal_parrot_music_0003.png,"[-703, 842, 0]","[-703, 842]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,4:like,4:like,,
37,0.0.23,1,2,CCSpriteLikeEffect_3,animal/animal_parrot.plist,animal_parrot_music_0004.png,"[-692, 803, 0]","[-692, 803]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,4:like,4:like,,
38,0.0.24,1,2,CCSpriteLikeEffect_4,animal/animal_parrot.plist,animal_parrot_music_0005.png,"[-767, 807, 0]","[-767, 807]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,4:like,4:like,,
39,0.0.25,1,2,CCSpriteLikeEffect_5,animal/animal_parrot.plist,animal_parrot_music_0006.png,"[-742, 777, 0]","[-742, 777]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,4:like,4:like,,
40,0.0.26,1,2,CCSpriteLikeEffect_6,animal/animal_parrot.plist,animal_parrot_music_0007.png,"[-800, 858, 0]","[-800, 858]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,4:like,4:like,,
41,0.0.27,1,2,CCSpriteLikeEffect_7,animal/animal_parrot.plist,animal_parrot_music_0008.png,"[-720, 857, 0]","[-720, 857]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,4:like,4:like,,
42,0.0.28,1,2,CCSpriteLikeEffect_8,animal/animal_parrot.plist,animal_parrot_music_0009.png,"[-713, 824, 0]","[-713, 824]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,4:like,4:like,,
43,0.0.29,1,2,CCSpriteAngryEffect_0,animal/animal_parrot.plist,animal_parrot_effect_angry_01.png,"[-777, 804, 0]","[-777, 804]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,5:angry,5:angry,,
44,0.0.30,1,2,CCSpriteAngryEffect_1,animal/animal_parrot.plist,animal_parrot_effect_angry_02.png,"[-669, 832, 0]","[-669, 832]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,5:angry,5:angry,,
45,0.0.31,1,2,CCSpriteAngryEffect_2,animal/animal_parrot.plist,animal_parrot_effect_angry_03.png,"[-680, 888, 0]","[-680, 888]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,5:angry,5:angry,,
